PRODUCT_ID,SELLER_ID,CATEGORY_ID,NAME,REP_PRICE,REP_DISCOUNTED_PRICE,IS_DISCOUNTED,DISCOUNT_RATE,DELIVERY_FEE,DELIVERY_TYPE,REF_PRICE,OPTION_TYPE,OPTION1_SET_ID,OPTION2_SET_ID,REG_TIME,HITS,SALES,SCRAPS,REVIEWS
41,1,10104,LERBERG 와이드 철제 선반 2colors,"12,990",6495,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
42,1,10104,키드니빈즈 친환경 접이식 좌식테이블 2size (보호캡 증정),"17,900",8950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
43,1,10104,코넬 이지 와이드 데스크세트 파티션 학생 책상 책장 테이블 1600,"189,000",94500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
44,1,10104,"[쿠폰가 75,050원] 호텔소파원단 패브릭 소파베드 3colors (쿠션증정)","79,000",39500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
45,1,10104,순수원목 선반장 3colors (가로2단),"10,900",5450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
46,1,10104,아이비 원목 침대 프레임 (순면매트리스 선택) (슈퍼싱글/퀸),"179,000",89500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
47,1,10104,무볼트 드레스룸 조립식 멀티행거,"38,900",19450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
48,1,10104,무볼트 드레스룸 조립식 싱글 바지걸이 행거,"44,900",22450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
49,1,10104,[5%쿠폰] 공간분리 가벽 인테리어 스트라이프 파티션 4colors,"54,900",27450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
50,1,10104,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
51,1,10104,아이비 원목 침대 프레임 (순면매트리스 선택) (슈퍼싱글/퀸),"179,000",89500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
52,1,10104,무볼트 드레스룸 조립식 멀티행거,"38,900",19450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
53,1,10104,무볼트 드레스룸 조립식 싱글 바지걸이 행거,"44,900",22450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
54,1,10104,[5%쿠폰] 공간분리 가벽 인테리어 스트라이프 파티션 4colors,"54,900",27450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
55,1,10104,FIHA 서랍장 4.1단 9colors,"38,900",19450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
56,1,10104,이안빅1200/1600 옷장 슬라이딩 수납장 (행거/선반/서랍형),"189,900",94950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
57,1,10104,경량랙 무볼트 조립식 철제 앵글선반 5단,"52,900",26450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
58,1,10104,"[단독](원단샘플서비스) 빈 아쿠아텍스 패브릭/부클레 호텔 침대프레임(SS,Q/K)","249,000",124500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
59,1,10104,페이톤 체어 식탁 카페 인테리어 플라스틱 철재 사출 의자,"26,900",13450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
60,1,10104,[5%쿠폰] 드레스덴 정품 조야패브릭 호텔식 침대프레임 SS/Q/K/LK/CK (패널추가),"199,000",99500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
61,1,10104,[평점4.8]아크릴체어 미드센츄리 모던 폴딩체어 인테리어 투명 접이식 의자 8colors,"25,600",12800,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
62,1,10104,전신경 전신거울 3size 3colors (300/400/600),"17,800",8900,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
63,1,10104,[5%쿠폰] 공간분리 가벽인테리어 무타공/타공 파티션 3size 3colors,"51,900",25950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
64,1,10104,루시 E0 1200 높은 선반 수납장,"158,900",79450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
65,1,10104,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
66,1,10104,"[쿠폰가 116,100원] MAY 아쿠아텍스 2인소파 2colors","129,000",64500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
67,1,10104,라운드 접이식 테이블 4colors/4size,"19,900",9950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
68,1,10104,[단독] [기간할인] 에세이 블랑 아치형/와이드아치형 거울 수납 콘솔화장대 2type,"134,900",67450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
69,1,10104,"[쿠폰가 479,000원] LOUNGE 아쿠아텍스 4인소파(쿠션3개증정)","499,000",249500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
70,1,10104,국민토퍼 3단 접이식 매트리스 10cm 푹신한 토퍼 침대 바닥 MS/SS/Q,"54,900",27450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
71,1,10105,국내생산 편안한 데이브 화이트/블랙 메쉬 책상의자 22colors,"59,900",29950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
72,1,10105,[단독] 누적판매 2만건! 스테이 아쿠아텍스 2인 소파,"199,000",99500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
73,1,10105,빅 풀 슬라이딩 수납 옷장1200행거형(저소음댐핑도어),"189,000",94500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
74,1,10105,[5%쿠폰](유리상판고정형)시니컬W 강화 유리 거실 테이블/소파 테이블/(3size),"49,900",24950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
75,1,10105,"쿠폰가 338,400원 / 프라제르 아쿠아텍스 4인용 패브릭 소파 (카우치 선택)","376,000",188000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
76,1,10105,몬스터랙플러스 사이즈 맞춤제작 조립식 앵글 모듈 수납선반 팬트리,"23,900",11950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
77,1,10105,국내생산 조립식 시그니처 진열장형 3단 전자렌지대 다용도수납장 밥솥다이,"27,100",13550,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
78,1,10105,인테리어 화장대의자 카페 식탁 등받이 스툴 패브릭 의자,"39,900",19950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
79,1,10105,[빠른배송] 프라임 와이드 수납 행거,"99,000",49500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
80,1,10105,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
81,1,10105,인테리어 화장대의자 카페 식탁 등받이 스툴 패브릭 의자,"39,900",19950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
82,1,10105,[빠른배송] 프라임 와이드 수납 행거,"99,000",49500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
83,1,10105,"쿠폰가 139,000원+무료내림ㅣ굿모닝 토퍼 분리형 25cm 포켓스프링 매트리스 SS/Q","149,000",74500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
84,1,10105,모아나 아쿠아텍스 3인용 소파(스툴포함),"185,000",92500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
85,1,10105,[5%쿠폰] CLOUD 아쿠아텍스 패브릭 호텔식 침대프레임 SS/Q/K/LK/CK,"199,000",99500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
86,1,10105,모니 패브릭 1인 좌식쇼파 각도조절 좌식소파 좌식의자 원룸인테리어,"39,900",19950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
87,1,10105,"[쿠폰가 142,000원] 헤이즐 1200 6단 와이드 서랍장 2colors","149,000",74500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
88,1,10105,"쿠폰혜택가 69,210원/스완 원목 와이드 거울 수납 화장대 2colors(거울포함)","76,900",38450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
89,1,10105,매직 파티션 S/M/L(선택형),"35,900",17950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
90,1,10105,어라운드 원형 식탁 테이블 1000,"104,900",52450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
91,1,10105,"[단독] 쿠폰가 344,000원 / 하임 3인용 아쿠아텍스 패브릭 모듈 소파(쿠션2개증정)","359,000",179500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
92,1,10105,"[단독] 쿠폰가 54,000원 / 포니 미드센츄리모던 패브릭 디자인 식탁 카페의자","56,900",28450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
93,1,10105,"주말특가 쿠폰가 99,000원 노아 06 빅수납 서랍침대프레임 매트선택 SS/Q","109,000",54500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
94,1,10105,"[쿠폰가 56,050원] BOWE 화이트 반타원 테이블 식탁 6size","69,000",34500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
95,1,10105,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
96,1,10105,"주말특가 쿠폰가 99,000원 노아 06 빅수납 서랍침대프레임 매트선택 SS/Q","109,000",54500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
97,1,10105,"[쿠폰가 56,050원] BOWE 화이트 반타원 테이블 식탁 6size","69,000",34500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
98,1,10105,비산 파손방지 강화 안전 대형 전신거울 400/600/700,"28,900",14450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
99,1,10105,못없이 붙이는 무타공 벽선반 3size 3colors,"4,900",2450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
100,1,10105,[단독](쿠션추가)레아 SE0등급 사계절 고무나무 원목침대 프레임 (SS/Q),"179,000",89500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
101,1,10105,톤 고무나무 원목 디자인 윈저의자 4colors,"28,900",14450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
102,1,10105,"[리뷰 2,000개] 안나 원형 식탁테이블 600 700 800 1000 4type","44,900",22450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
103,1,10105,베스토 조립식 렌지대 수납 선반 600/800 3단,"29,900",14950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
104,1,10105,플레인 E0 높은 수납장 800 4colors,"77,900",38950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
105,1,10105,[5%쿠폰] 어반 아치형 전신거울 3size(거치대 2개증정),"39,900",19950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
106,1,10105,[5%쿠폰] 밀키 LPM 주방 유리 아일랜드 파티션(400-1200),"18,900",9450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
107,1,10105,듀이 식탁 의자 플라스틱 카페 디자인의자,"25,600",12800,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
108,1,10105,밀라노 1500 북선반 5colors,"129,000",64500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
109,1,10105,"쿠폰혜택가 103,900원/루이스 3단 빅서랍 무헤드 수납침대 SS/Q","113,900",56950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
110,1,10105,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
111,1,10105,클래식 라운드 원목 수납/선반 화장대 (거울포함) 3colors,"174,900",87450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
112,1,10105,국내제작! 오벌 거실 소파 사이드테이블,"35,900",17950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
113,1,10105,위니 식탁 의자 인테리어 포인트 카페 체어 SL084,"12,900",6450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
114,1,10105,[단독] 웨이브미러 M,"54,000",27000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
115,1,10105,[무료내림]프라임 유로탑 독립스프링 롤팩 매트리스 SS/Q,"189,000",94500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
116,1,10105,앤고 아쿠아텍스 2인용 패브릭 소파,"99,000",49500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
117,1,10105,"[쿠폰가254,900원/무료배송]토미 무헤드 4단 멀티 수납 침대 SS/Q (매트리스반값)","259,900",129950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
118,1,10105,[5%쿠폰] 국내제작! 듀플 리버서블 오피스 화이트 데스크 책상/테이블,"49,800",24900,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
119,1,10105,메이저 1400 북선반 책장 3colors,"40,900",20450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
120,1,10105,무볼트 드레스룸 조립식 싱글행거,"25,900",12950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
121,1,10105,[예약판매]페블 체어 미드센추리 패브릭 디자인 인테리어 철제 의자,"54,900",27450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
122,1,10105,[단독] 뮤즈 편한 팔걸이 헤드형 컴퓨터 메쉬 책상 의자,"54,900",27450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
123,1,10105,[누적판매 1만5천] 오테카 원목 책상,"145,000",72500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
124,1,10105,홈던트하우스 조립식 팬트리 철제 수납 선반 앵글,"19,800",9900,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
125,1,10105,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
126,1,10105,E0자재 가정용 업소용 2칸 3칸 4칸 재활용 분리수거함 빨래바구니 70L,"92,000",46000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
127,1,10105,오키 소파 접이식 폴딩 책상 800 사이드 테이블 3colors (높이선택),"38,900",19450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
128,1,10105,에셀르 500 1단 밥솥 수납장 다이 선반 오븐장 전자렌지장 미니 주방 렌지대,"59,900",29950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
129,1,10105,몰리 타원형 템바보드 리프트업 테이블 4colors,"219,900",109950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
130,1,10105,[5%쿠폰] 미떼 스퀘어 상 밥상 접이식 테이블 4size (보호캡 증정),"9,900",4950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
131,1,10105,[3%쿠폰] 제로데스크 에보 테이블 컴퓨터 책상 1000~2000size 2Colors,"145,000",72500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
132,1,10105,플로 미니 침대 협탁 소파 사이드 테이블 3colors,"46,900",23450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
133,1,10105,"[쿠폰가 84,455원] LSM 05 소파테이블 거실 좌식(5색/2size)(투명유리포함)","88,900",44450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
134,1,10105,유닛 1200 컴퓨터 책상+책장 데스크 세트,"134,900",67450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
135,1,10105,비비 와이드체스트 ㄱ자 화장대 2colors,"149,000",74500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
136,1,10105,하프문 화이트 반원 테이블 식탁 1200,"82,000",41000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
137,1,10105,리버서블 오피스 데스크 컴퓨터 책상 테이블 600~2400mm(2colors),"49,800",24900,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
138,1,10105,MULIG 옷걸이 행거 2colors,"17,390",8695,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
139,1,10105,MORINOKI 뱀부 2단 수납장,"38,900",19450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
140,1,10105,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
141,1,10106,"쿠폰가 117,800원 / 시에라 화장대 확장형 콘솔서랍장 거울 1000 화이트(스툴증정)","124,000",62000,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
142,1,10106,멀티 드레스룸 행거 2colors,"48,800",24400,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
143,1,10106,까사 원목 접이식 거실테이블 8종,"51,900",25950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
144,1,10106,인테리어 가죽 쿠션 원목 에펠체어 식탁 카페 의자 SL108,"17,400",8700,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
145,1,10106,돌로미티 키큰 슬라이딩 틈새수납장 냉장고 틈새장,"87,170",43585,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
146,1,10106,비스포크 슬라이딩 틈새수납장 냉장고 세탁실 김치냉장고 틈새장,"77,900",38950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
147,1,10106,타미 1인 패브릭소파 2colors,"106,900",53450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
148,1,10106,맞춤형 연예인 드레스룸 30colors 10cm당(무료시공),"8,300",4150,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
149,1,10106,원목 사이드테이블 협탁 (강화유리선반) 4color,"18,800",9400,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
150,1,10106,무볼트 드레스룸 조립식 철제 시스템행거 2colors,"29,900",14950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
151,1,10106,미드센추리 모던 뉴트로 카우 체어 카페 원목 디자인 식탁 의자 4colors,"58,500",29250,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
152,1,10106,인테리어 다용도행거 Vine 키낮은 3colors,"24,900",12450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
153,1,10106,왕자 네오스페이스 (베이직2단),"39,900",19950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
154,1,10106,레벨업 속깊은 확장 틈새맞춤 철제 커튼형 드레스룸 행거 (배송비행사),"35,000",17500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
155,1,10106,[단독] (택배빠른배송) 소울 메이트 라운드 크롬 원형 식탁 테이블 (800/1000),"74,900",37450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
156,1,10106,[당일출고] 접이식의자 쿠션 철재 접는 간이의자 8color,"12,900",6450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
157,1,10106,데이앤나잇 1인 좌식쇼파 2colors,"28,900",14450,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
158,1,10106,[무료내림] 그린티 하이브리드 스프링 매트리스 (25cm),"169,000",84500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
159,1,10106,[무료내림] 얼티마 하이브리드 스프링 침대 매트리스 25cm (S/SS/Q/K),"189,000",94500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
160,1,10106,프리미엄 다크 일파만파 북선반 4colors,"27,900",13950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
161,1,10106,모노 라운드 수납 선반 800/1000 3단,"37,900",18950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
162,1,10106,[5%쿠폰] 시그니쳐 거치형 전신거울 2size 3colors(300/400),"19,900",9950,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
163,1,10106,하모니 와이드 2단 서랍형 LED 수납 헤드 침대 S/SS/D/Q,"235,000",117500,Y,50,3000,over,50000,0,1,,2024-04-14,0,0,0,0
